id_product,name_product,price,coverage,risk_level,name_company
944,Series 944,1402,від нещасного випадку,High,"Cooper, Nichols and Palmer"
945,Organization 945,820,життя,High,Banks-Stout
946,Letter 946,1450,медичне,Low,Hamilton-Swanson
947,Somebody 947,4696,майнове,High,Pratt-Benson
948,We 948,319,майнове,Low,Walker Inc
949,Hundred 949,4547,життя,High,Velez-Duffy
950,Spring 950,471,майнове,Medium,Schaefer Inc
951,True 951,3905,медичне,High,"Reyes, Walters and Anderson"
952,Cause 952,2551,життя,Low,Richardson Group
953,Social 953,4142,від нещасного випадку,Medium,Jones Ltd
954,Per 954,3857,майнове,Medium,Reyes-Berg
955,Job 955,3313,від нещасного випадку,Low,Hill-Price
956,Issue 956,4061,подорожі,Low,"Davis, Salazar and Hopkins"
957,Hot 957,3186,майнове,High,"Wiley, Christensen and Mcintosh"
958,Station 958,2114,від нещасного випадку,High,Patel Inc
959,Increase 959,1682,медичне,Low,Allen-Black
960,Anyone 960,1080,медичне,Low,Perkins-Lopez
961,Camera 961,1504,подорожі,Medium,Strickland-James
962,Total 962,153,життя,High,"Williams, Anderson and Lee"
963,Shake 963,587,життя,Low,Scott-Guzman
964,Focus 964,1492,життя,Medium,"Wallace, Ellis and Harper"
965,Camera 965,1303,майнове,Medium,Hill LLC
966,Spring 966,866,медичне,High,Mckee Ltd
967,From 967,1110,майнове,Medium,"May, Rosario and Salas"
968,By 968,2124,майнове,High,Jackson LLC
969,Point 969,3465,майнове,Medium,Pierce Ltd
970,Protect 970,3183,від нещасного випадку,High,"Lee, Harris and Brown"
971,Long 971,629,життя,Medium,Schmidt Ltd
972,Trip 972,3920,майнове,Low,"Sanders, Bridges and Lewis"
973,Never 973,1691,майнове,High,Martin Inc
974,Follow 974,4183,майнове,High,Davis PLC
975,Down 975,1561,подорожі,Low,Norman PLC
976,Reason 976,2448,подорожі,Medium,Brown PLC
977,Grow 977,4469,медичне,Low,Perez Group
978,Worry 978,3599,медичне,High,Carson-Hahn
979,Contain 979,4164,від нещасного випадку,High,Brown-Phillips
980,Say 980,1038,подорожі,Medium,Ford and Sons
981,Whole 981,583,життя,Medium,Andrews Inc
982,Itself 982,402,життя,Low,Caldwell-Taylor
983,Back 983,3676,медичне,High,Brooks Inc
984,College 984,3210,життя,High,"Everett, Johnston and Hammond"
985,Close 985,3113,життя,Low,Jacobs-Hall
986,Nation 986,178,подорожі,High,"Thomas, Allen and Fields"
987,Staff 987,1373,подорожі,Low,Garza-Smith
988,Program 988,1299,медичне,Low,"Hall, Odom and Gonzales"
989,Thought 989,4678,медичне,Low,Klein-Clark
990,Look 990,2426,подорожі,Low,"Sutton, Mack and Klein"
991,Leg 991,2194,життя,Medium,Hayes Group
992,Head 992,3485,від нещасного випадку,Low,"Elliott, Smith and Olson"
993,Few 993,4083,майнове,Low,"Pitts, Roberts and Curry"
994,Few 994,2708,від нещасного випадку,High,"Vega, Carroll and Mckee"
995,Long 995,1109,життя,Low,Ayala-Anthony
996,Hour 996,2757,життя,High,"Donaldson, Smith and Holmes"
997,Stuff 997,2942,подорожі,Low,Carroll-Watkins
998,Agreement 998,375,життя,Medium,Robertson Inc
999,Actually 999,984,життя,Medium,Gray-Powers
1000,Each 1000,2131,медичне,Medium,Campbell-Bailey
